Date,Product,Location,Units_Sold
2024-03-10,Soap,Store B,80
2024-03-11,Soap,Store B,83
2024-03-12,Soap,Store B,82
2024-03-13,Soap,Store B,91
2024-03-14,Soap,Store B,84
2024-03-15,Soap,Store B,88
2024-03-16,Soap,Store B,76
2024-03-17,Soap,Store B,84
2024-03-18,Soap,Store B,87
2024-03-19,Soap,Store B,83
2024-03-20,Soap,Store B,88
2024-03-21,Soap,Store B,80
2024-03-22,Soap,Store B,89
2024-03-23,Soap,Store B,93
2024-03-24,Soap,Store B,80
2024-03-25,Soap,Store B,80
2024-03-26,Soap,Store B,89
2024-03-27,Soap,Store B,90
2024-03-28,Soap,Store B,79
2024-03-29,Soap,Store B,80
2024-03-30,Soap,Store B,80
2024-03-31,Soap,Store B,75
2024-04-01,Soap,Store B,77
2024-04-02,Soap,Store B,77
2024-04-03,Soap,Store B,78
2024-04-04,Soap,Store B,82
2024-04-05,Soap,Store B,83
2024-04-06,Soap,Store B,90
2024-04-07,Soap,Store B,77
2024-04-08,Soap,Store B,87
2024-04-09,Soap,Store B,81
2024-04-10,Soap,Store B,82
2024-04-11,Soap,Store B,86
2024-04-12,Soap,Store B,77
2024-04-13,Soap,Store B,85
2024-04-14,Soap,Store B,84
2024-04-15,Soap,Store B,86
2024-04-16,Soap,Store B,85
2024-04-17,Soap,Store B,96
2024-04-18,Soap,Store B,81
2024-04-19,Soap,Store B,82
2024-04-20,Soap,Store B,81
2024-04-21,Soap,Store B,82
2024-04-22,Soap,Store B,82
2024-04-23,Soap,Store B,91
2024-04-24,Soap,Store B,93
2024-04-25,Soap,Store B,83
2024-04-26,Soap,Store B,82
2024-04-27,Soap,Store B,89
2024-04-28,Soap,Store B,84
2024-04-29,Soap,Store B,90
2024-04-30,Soap,Store B,88
2024-05-01,Soap,Store B,80
2024-05-02,Soap,Store B,95
2024-05-03,Soap,Store B,97
2024-05-04,Soap,Store B,85
2024-05-05,Soap,Store B,86
2024-05-06,Soap,Store B,90
2024-05-07,Soap,Store B,91
2024-05-08,Soap,Store B,92
2024-05-09,Soap,Store B,99
2024-05-10,Soap,Store B,89
2024-05-11,Soap,Store B,86
2024-05-12,Soap,Store B,83
2024-05-13,Soap,Store B,87
2024-05-14,Soap,Store B,90
2024-05-15,Soap,Store B,100
2024-05-16,Soap,Store B,88
2024-05-17,Soap,Store B,92
2024-05-18,Soap,Store B,91
2024-05-19,Soap,Store B,97
2024-05-20,Soap,Store B,104
2024-05-21,Soap,Store B,89
2024-05-22,Soap,Store B,89
2024-05-23,Soap,Store B,97
2024-05-24,Soap,Store B,95
2024-05-25,Soap,Store B,101
2024-05-26,Soap,Store B,95
2024-05-27,Soap,Store B,90
2024-05-28,Soap,Store B,95
2024-05-29,Soap,Store B,98
2024-05-30,Soap,Store B,96
2024-05-31,Soap,Store B,95
2024-06-01,Soap,Store B,97
2024-06-02,Soap,Store B,98
2024-06-03,Soap,Store B,99
2024-06-04,Soap,Store B,95
2024-06-05,Soap,Store B,91
2024-06-06,Soap,Store B,92
2024-06-07,Soap,Store B,98
2024-06-08,Soap,Store B,87
2024-06-09,Soap,Store B,93
2024-06-10,Soap,Store B,89
2024-06-11,Soap,Store B,91
2024-06-12,Soap,Store B,97
2024-06-13,Soap,Store B,92
2024-06-14,Soap,Store B,91
2024-06-15,Soap,Store B,84
2024-06-16,Soap,Store B,94
2024-06-17,Soap,Store B,93
2024-06-18,Soap,Store B,101
2024-06-19,Soap,Store B,88
2024-06-20,Soap,Store B,90
2024-06-21,Soap,Store B,90
2024-06-22,Soap,Store B,97
2024-06-23,Soap,Store B,88
2024-06-24,Soap,Store B,90
2024-06-25,Soap,Store B,91
2024-06-26,Soap,Store B,89
2024-06-27,Soap,Store B,85
2024-06-28,Soap,Store B,88
2024-01-01,Soap,Store C,105
2024-01-02,Soap,Store C,116
2024-01-03,Soap,Store C,104
2024-01-04,Soap,Store C,117
2024-01-05,Soap,Store C,113
2024-01-06,Soap,Store C,117
2024-01-07,Soap,Store C,106
2024-01-08,Soap,Store C,109
2024-01-09,Soap,Store C,108
2024-01-10,Soap,Store C,116
2024-01-11,Soap,Store C,108
2024-01-12,Soap,Store C,115
2024-01-13,Soap,Store C,115
2024-01-14,Soap,Store C,112
2024-01-15,Soap,Store C,119
2024-01-16,Soap,Store C,113
2024-01-17,Soap,Store C,117
2024-01-18,Soap,Store C,111
2024-01-19,Soap,Store C,110
2024-01-20,Soap,Store C,117
2024-01-21,Soap,Store C,116
2024-01-22,Soap,Store C,115
2024-01-23,Soap,Store C,113
2024-01-24,Soap,Store C,122
2024-01-25,Soap,Store C,109
2024-01-26,Soap,Store C,109
2024-01-27,Soap,Store C,120
2024-01-28,Soap,Store C,119
2024-01-29,Soap,Store C,117
2024-01-30,Soap,Store C,114
2024-01-31,Soap,Store C,118
2024-02-01,Soap,Store C,124
2024-02-02,Soap,Store C,127
2024-02-03,Soap,Store C,106
2024-02-04,Soap,Store C,113
2024-02-05,Soap,Store C,112
2024-02-06,Soap,Store C,122
2024-02-07,Soap,Store C,102
2024-02-08,Soap,Store C,116
2024-02-09,Soap,Store C,112
2024-02-10,Soap,Store C,121
2024-02-11,Soap,Store C,120
2024-02-12,Soap,Store C,114
2024-02-13,Soap,Store C,104
2024-02-14,Soap,Store C,109
2024-02-15,Soap,Store C,109
2024-02-16,Soap,Store C,104
2024-02-17,Soap,Store C,116
2024-02-18,Soap,Store C,103
2024-02-19,Soap,Store C,120
2024-02-20,Soap,Store C,119
2024-02-21,Soap,Store C,107
2024-02-22,Soap,Store C,110
2024-02-23,Soap,Store C,107
2024-02-24,Soap,Store C,112
2024-02-25,Soap,Store C,113
2024-02-26,Soap,Store C,107
2024-02-27,Soap,Store C,108
2024-02-28,Soap,Store C,102
2024-02-29,Soap,Store C,107
2024-03-01,Soap,Store C,105
2024-03-02,Soap,Store C,99
2024-03-03,Soap,Store C,103
2024-03-04,Soap,Store C,100
2024-03-05,Soap,Store C,99
2024-03-06,Soap,Store C,95
2024-03-07,Soap,Store C,101
2024-03-08,Soap,Store C,96
2024-03-09,Soap,Store C,97
2024-03-10,Soap,Store C,104
2024-03-11,Soap,Store C,102
2024-03-12,Soap,Store C,93
2024-03-13,Soap,Store C,99
2024-03-14,Soap,Store C,98
2024-03-15,Soap,Store C,105
2024-03-16,Soap,Store C,103
2024-03-17,Soap,Store C,88
2024-03-18,Soap,Store C,100
2024-03-19,Soap,Store C,102
2024-03-20,Soap,Store C,98
2024-03-21,Soap,Store C,93
2024-03-22,Soap,Store C,106
2024-03-23,Soap,Store C,97
2024-03-24,Soap,Store C,104
2024-03-25,Soap,Store C,100
2024-03-26,Soap,Store C,96
2024-03-27,Soap,Store C,90
2024-03-28,Soap,Store C,93
2024-03-29,Soap,Store C,92
2024-03-30,Soap,Store C,87
2024-03-31,Soap,Store C,96
2024-04-01,Soap,Store C,101
2024-04-02,Soap,Store C,92
2024-04-03,Soap,Store C,104
2024-04-04,Soap,Store C,85
2024-04-05,Soap,Store C,99
2024-04-06,Soap,Store C,102
2024-04-07,Soap,Store C,93
2024-04-08,Soap,Store C,93
2024-04-09,Soap,Store C,99
2024-04-10,Soap,Store C,97
2024-04-11,Soap,Store C,84
2024-04-12,Soap,Store C,90
2024-04-13,Soap,Store C,95
2024-04-14,Soap,Store C,88
2024-04-15,Soap,Store C,93
2024-04-16,Soap,Store C,89
2024-04-17,Soap,Store C,95
2024-04-18,Soap,Store C,95
2024-04-19,Soap,Store C,99
2024-04-20,Soap,Store C,97
2024-04-21,Soap,Store C,101
2024-04-22,Soap,Store C,100
2024-04-23,Soap,Store C,104
2024-04-24,Soap,Store C,104
2024-04-25,Soap,Store C,104
2024-04-26,Soap,Store C,116
2024-04-27,Soap,Store C,103
2024-04-28,Soap,Store C,114
2024-04-29,Soap,Store C,104
2024-04-30,Soap,Store C,102
2024-05-01,Soap,Store C,101
2024-05-02,Soap,Store C,111
2024-05-03,Soap,Store C,112
2024-05-04,Soap,Store C,107
2024-05-05,Soap,Store C,110
2024-05-06,Soap,Store C,99
2024-05-07,Soap,Store C,98
2024-05-08,Soap,Store C,112
2024-05-09,Soap,Store C,106
2024-05-10,Soap,Store C,111
2024-05-11,Soap,Store C,104
2024-05-12,Soap,Store C,116
2024-05-13,Soap,Store C,100
2024-05-14,Soap,Store C,102
2024-05-15,Soap,Store C,116
2024-05-16,Soap,Store C,96
2024-05-17,Soap,Store C,111
2024-05-18,Soap,Store C,109
2024-05-19,Soap,Store C,106
2024-05-20,Soap,Store C,109
2024-05-21,Soap,Store C,106
2024-05-22,Soap,Store C,118
2024-05-23,Soap,Store C,120
2024-05-24,Soap,Store C,107
2024-05-25,Soap,Store C,112
2024-05-26,Soap,Store C,104
2024-05-27,Soap,Store C,116
2024-05-28,Soap,Store C,116
2024-05-29,Soap,Store C,110
2024-05-30,Soap,Store C,111
2024-05-31,Soap,Store C,110
2024-06-01,Soap,Store C,103
2024-06-02,Soap,Store C,118
2024-06-03,Soap,Store C,107
2024-06-04,Soap,Store C,107
2024-06-05,Soap,Store C,109
2024-06-06,Soap,Store C,115
2024-06-07,Soap,Store C,107
2024-06-08,Soap,Store C,100
2024-06-09,Soap,Store C,105
2024-06-10,Soap,Store C,111
2024-06-11,Soap,Store C,119
2024-06-12,Soap,Store C,102
2024-06-13,Soap,Store C,101
2024-06-14,Soap,Store C,100
2024-06-15,Soap,Store C,99
2024-06-16,Soap,Store C,112
2024-06-17,Soap,Store C,113
2024-06-18,Soap,Store C,106
2024-06-19,Soap,Store C,103
2024-06-20,Soap,Store C,113
2024-06-21,Soap,Store C,105
2024-06-22,Soap,Store C,109
2024-06-23,Soap,Store C,100
2024-06-24,Soap,Store C,102
2024-06-25,Soap,Store C,96
2024-06-26,Soap,Store C,104
2024-06-27,Soap,Store C,102
2024-06-28,Soap,Store C,96
2024-01-01,Juice,Store A,101
2024-01-02,Juice,Store A,90
2024-01-03,Juice,Store A,92
2024-01-04,Juice,Store A,94
2024-01-05,Juice,Store A,93
2024-01-06,Juice,Store A,85
2024-01-07,Juice,Store A,96
2024-01-08,Juice,Store A,84
2024-01-09,Juice,Store A,91
2024-01-10,Juice,Store A,97
2024-01-11,Juice,Store A,98
2024-01-12,Juice,Store A,91
2024-01-13,Juice,Store A,94
2024-01-14,Juice,Store A,93
2024-01-15,Juice,Store A,96
2024-01-16,Juice,Store A,97
2024-01-17,Juice,Store A,100
2024-01-18,Juice,Store A,95
2024-01-19,Juice,Store A,100
2024-01-20,Juice,Store A,100
2024-01-21,Juice,Store A,99
2024-01-22,Juice,Store A,97
2024-01-23,Juice,Store A,99
2024-01-24,Juice,Store A,102
2024-01-25,Juice,Store A,103
2024-01-26,Juice,Store A,108
2024-01-27,Juice,Store A,94
2024-01-28,Juice,Store A,97
2024-01-29,Juice,Store A,91
2024-01-30,Juice,Store A,104
2024-01-31,Juice,Store A,97
2024-02-01,Juice,Store A,100
2024-02-02,Juice,Store A,96
2024-02-03,Juice,Store A,97
2024-02-04,Juice,Store A,105
2024-02-05,Juice,Store A,102
2024-02-06,Juice,Store A,98
2024-02-07,Juice,Store A,102
2024-02-08,Juice,Store A,102
2024-02-09,Juice,Store A,96
2024-02-10,Juice,Store A,90
2024-02-11,Juice,Store A,93
2024-02-12,Juice,Store A,90
2024-02-13,Juice,Store A,102
2024-02-14,Juice,Store A,103
2024-02-15,Juice,Store A,104
2024-02-16,Juice,Store A,85
2024-02-17,Juice,Store A,100
2024-02-18,Juice,Store A,106
2024-02-19,Juice,Store A,100
2024-02-20,Juice,Store A,83
2024-02-21,Juice,Store A,102
2024-02-22,Juice,Store A,93
2024-02-23,Juice,Store A,91
2024-02-24,Juice,Store A,94
2024-02-25,Juice,Store A,86
2024-02-26,Juice,Store A,91
2024-02-27,Juice,Store A,98
2024-02-28,Juice,Store A,93
2024-02-29,Juice,Store A,90
2024-03-01,Juice,Store A,89
2024-03-02,Juice,Store A,82
2024-03-03,Juice,Store A,87
2024-03-04,Juice,Store A,79
2024-03-05,Juice,Store A,92
2024-03-06,Juice,Store A,75
2024-03-07,Juice,Store A,90
2024-03-08,Juice,Store A,90
2024-03-09,Juice,Store A,91
2024-03-10,Juice,Store A,85
2024-03-11,Juice,Store A,88
2024-03-12,Juice,Store A,83
2024-03-13,Juice,Store A,77
2024-03-14,Juice,Store A,90
2024-03-15,Juice,Store A,82
2024-03-16,Juice,Store A,75
2024-03-17,Juice,Store A,79
2024-03-18,Juice,Store A,79
2024-03-19,Juice,Store A,83
2024-03-20,Juice,Store A,92
2024-03-21,Juice,Store A,83
2024-03-22,Juice,Store A,81
2024-03-23,Juice,Store A,92
2024-03-24,Juice,Store A,84
2024-03-25,Juice,Store A,81
2024-03-26,Juice,Store A,77
2024-03-27,Juice,Store A,81
2024-03-28,Juice,Store A,79
2024-03-29,Juice,Store A,79
2024-03-30,Juice,Store A,85
2024-03-31,Juice,Store A,76
2024-04-01,Juice,Store A,81
2024-04-02,Juice,Store A,84
2024-04-03,Juice,Store A,76
2024-04-04,Juice,Store A,75
2024-04-05,Juice,Store A,78
2024-04-06,Juice,Store A,77
2024-04-07,Juice,Store A,85
2024-04-08,Juice,Store A,74
2024-04-09,Juice,Store A,80
2024-04-10,Juice,Store A,93
2024-04-11,Juice,Store A,82
2024-04-12,Juice,Store A,83
2024-04-13,Juice,Store A,86
2024-04-14,Juice,Store A,79
2024-04-15,Juice,Store A,76
2024-04-16,Juice,Store A,82
2024-04-17,Juice,Store A,83
2024-04-18,Juice,Store A,74
2024-04-19,Juice,Store A,84
2024-04-20,Juice,Store A,88
2024-04-21,Juice,Store A,79
2024-04-22,Juice,Store A,86
2024-04-23,Juice,Store A,89
2024-04-24,Juice,Store A,87
2024-04-25,Juice,Store A,88
2024-04-26,Juice,Store A,84
2024-04-27,Juice,Store A,80
2024-04-28,Juice,Store A,84
2024-04-29,Juice,Store A,84
2024-04-30,Juice,Store A,87
2024-05-01,Juice,Store A,93
2024-05-02,Juice,Store A,81
2024-05-03,Juice,Store A,89
2024-05-04,Juice,Store A,84
2024-05-05,Juice,Store A,86
2024-05-06,Juice,Store A,92
2024-05-07,Juice,Store A,84
2024-05-08,Juice,Store A,94
2024-05-09,Juice,Store A,84
2024-05-10,Juice,Store A,95
2024-05-11,Juice,Store A,84
2024-05-12,Juice,Store A,89
2024-05-13,Juice,Store A,102
2024-05-14,Juice,Store A,101
2024-05-15,Juice,Store A,91
2024-05-16,Juice,Store A,95
2024-05-17,Juice,Store A,99
2024-05-18,Juice,Store A,97
2024-05-19,Juice,Store A,92
2024-05-20,Juice,Store A,90
2024-05-21,Juice,Store A,99
2024-05-22,Juice,Store A,100
2024-05-23,Juice,Store A,103
2024-05-24,Juice,Store A,86
2024-05-25,Juice,Store A,88
2024-05-26,Juice,Store A,101
2024-05-27,Juice,Store A,87
2024-05-28,Juice,Store A,101
2024-05-29,Juice,Store A,94
2024-05-30,Juice,Store A,92
2024-05-31,Juice,Store A,96
2024-06-01,Juice,Store A,88
2024-06-02,Juice,Store A,99
2024-06-03,Juice,Store A,103
2024-06-04,Juice,Store A,98
2024-06-05,Juice,Store A,93
2024-06-06,Juice,Store A,86
2024-06-07,Juice,Store A,86
2024-06-08,Juice,Store A,87
2024-06-09,Juice,Store A,93
2024-06-10,Juice,Store A,93
2024-06-11,Juice,Store A,97
2024-06-12,Juice,Store A,83
2024-06-13,Juice,Store A,98
2024-06-14,Juice,Store A,95
2024-06-15,Juice,Store A,89
2024-06-16,Juice,Store A,84
2024-06-17,Juice,Store A,96
2024-06-18,Juice,Store A,88
2024-06-19,Juice,Store A,89
2024-06-20,Juice,Store A,91
2024-06-21,Juice,Store A,84
2024-06-22,Juice,Store A,86
2024-06-23,Juice,Store A,92
2024-06-24,Juice,Store A,91
2024-06-25,Juice,Store A,90
2024-06-26,Juice,Store A,80
2024-06-27,Juice,Store A,84
2024-06-28,Juice,Store A,83
2024-01-01,Juice,Store B,88
2024-01-02,Juice,Store B,100
2024-01-03,Juice,Store B,86
2024-01-04,Juice,Store B,86
2024-01-05,Juice,Store B,82
2024-01-06,Juice,Store B,81
2024-01-07,Juice,Store B,83
2024-01-08,Juice,Store B,85
2024-01-09,Juice,Store B,96
2024-01-10,Juice,Store B,90
2024-01-11,Juice,Store B,91
2024-01-12,Juice,Store B,90
2024-01-13,Juice,Store B,92
2024-01-14,Juice,Store B,98
2024-01-15,Juice,Store B,81
2024-01-16,Juice,Store B,97
2024-01-17,Juice,Store B,79
2024-01-18,Juice,Store B,91
2024-01-19,Juice,Store B,102
2024-01-20,Juice,Store B,95
2024-01-21,Juice,Store B,94
2024-01-22,Juice,Store B,102
2024-01-23,Juice,Store B,89
2024-01-24,Juice,Store B,94
2024-01-25,Juice,Store B,95
2024-01-26,Juice,Store B,90
2024-01-27,Juice,Store B,90
2024-01-28,Juice,Store B,90
2024-01-29,Juice,Store B,93
2024-01-30,Juice,Store B,95
2024-01-31,Juice,Store B,93
2024-02-01,Juice,Store B,96
2024-02-02,Juice,Store B,83
2024-02-03,Juice,Store B,92
2024-02-04,Juice,Store B,88
2024-02-05,Juice,Store B,94
2024-02-06,Juice,Store B,94
2024-02-07,Juice,Store B,92
2024-02-08,Juice,Store B,95
2024-02-09,Juice,Store B,97
2024-02-10,Juice,Store B,92
2024-02-11,Juice,Store B,87
2024-02-12,Juice,Store B,84
2024-02-13,Juice,Store B,92
2024-02-14,Juice,Store B,93
2024-02-15,Juice,Store B,87
2024-02-16,Juice,Store B,95
2024-02-17,Juice,Store B,89
2024-02-18,Juice,Store B,83
2024-02-19,Juice,Store B,97
2024-02-20,Juice,Store B,96
2024-02-21,Juice,Store B,80
2024-02-22,Juice,Store B,87
2024-02-23,Juice,Store B,87
2024-02-24,Juice,Store B,98
2024-02-25,Juice,Store B,89
2024-02-26,Juice,Store B,82
2024-02-27,Juice,Store B,94
2024-02-28,Juice,Store B,83
2024-02-29,Juice,Store B,87
2024-03-01,Juice,Store B,85
2024-03-02,Juice,Store B,85
2024-03-03,Juice,Store B,93
2024-03-04,Juice,Store B,95
2024-03-05,Juice,Store B,81
2024-03-06,Juice,Store B,90
2024-03-07,Juice,Store B,83
2024-03-08,Juice,Store B,83
2024-03-09,Juice,Store B,89
2024-03-10,Juice,Store B,81
2024-03-11,Juice,Store B,89
2024-03-12,Juice,Store B,90
2024-03-13,Juice,Store B,84
2024-03-14,Juice,Store B,92
2024-03-15,Juice,Store B,79
2024-03-16,Juice,Store B,92
2024-03-17,Juice,Store B,75
2024-03-18,Juice,Store B,99
2024-03-19,Juice,Store B,83
2024-03-20,Juice,Store B,79
2024-03-21,Juice,Store B,83
2024-03-22,Juice,Store B,79
2024-03-23,Juice,Store B,86
2024-03-24,Juice,Store B,91
2024-03-25,Juice,Store B,79
2024-03-26,Juice,Store B,87
2024-03-27,Juice,Store B,77
2024-03-28,Juice,Store B,89
2024-03-29,Juice,Store B,86
2024-03-30,Juice,Store B,90
2024-03-31,Juice,Store B,84
2024-04-01,Juice,Store B,82
2024-04-02,Juice,Store B,88
2024-04-03,Juice,Store B,78
2024-04-04,Juice,Store B,76
2024-04-05,Juice,Store B,85
2024-04-06,Juice,Store B,83
2024-04-07,Juice,Store B,88
2024-04-08,Juice,Store B,90
2024-04-09,Juice,Store B,88
2024-04-10,Juice,Store B,90
2024-04-11,Juice,Store B,87
2024-04-12,Juice,Store B,88
2024-04-13,Juice,Store B,85
2024-04-14,Juice,Store B,88
2024-04-15,Juice,Store B,87
2024-04-16,Juice,Store B,88
2024-04-17,Juice,Store B,86
2024-04-18,Juice,Store B,91
2024-04-19,Juice,Store B,84
2024-04-20,Juice,Store B,87
2024-04-21,Juice,Store B,94
2024-04-22,Juice,Store B,83
2024-04-23,Juice,Store B,77
2024-04-24,Juice,Store B,90
2024-04-25,Juice,Store B,88
2024-04-26,Juice,Store B,94
2024-04-27,Juice,Store B,89
2024-04-28,Juice,Store B,87
2024-04-29,Juice,Store B,90
2024-04-30,Juice,Store B,96
2024-05-01,Juice,Store B,93
2024-05-02,Juice,Store B,79
2024-05-03,Juice,Store B,92
2024-05-04,Juice,Store B,93
2024-05-05,Juice,Store B,92
2024-05-06,Juice,Store B,89
2024-05-07,Juice,Store B,98
2024-05-08,Juice,Store B,99
2024-05-09,Juice,Store B,82
2024-05-10,Juice,Store B,89
2024-05-11,Juice,Store B,93
2024-05-12,Juice,Store B,98
2024-05-13,Juice,Store B,94
2024-05-14,Juice,Store B,90
2024-05-15,Juice,Store B,98
2024-05-16,Juice,Store B,93
2024-05-17,Juice,Store B,94
2024-05-18,Juice,Store B,95
2024-05-19,Juice,Store B,98
2024-05-20,Juice,Store B,93
2024-05-21,Juice,Store B,99
2024-05-22,Juice,Store B,95
2024-05-23,Juice,Store B,90
2024-05-24,Juice,Store B,95
2024-05-25,Juice,Store B,91
2024-05-26,Juice,Store B,96
2024-05-27,Juice,Store B,100
2024-05-28,Juice,Store B,90
2024-05-29,Juice,Store B,98
2024-05-30,Juice,Store B,92
2024-05-31,Juice,Store B,97
2024-06-01,Juice,Store B,100
2024-06-02,Juice,Store B,85
2024-06-03,Juice,Store B,90
2024-06-04,Juice,Store B,94
2024-06-05,Juice,Store B,97
2024-06-06,Juice,Store B,95
2024-06-07,Juice,Store B,95
2024-06-08,Juice,Store B,106
2024-06-09,Juice,Store B,89
2024-06-10,Juice,Store B,101
2024-06-11,Juice,Store B,93
2024-06-12,Juice,Store B,98
2024-06-13,Juice,Store B,105
2024-06-14,Juice,Store B,98
2024-06-15,Juice,Store B,96
2024-06-16,Juice,Store B,102
2024-06-17,Juice,Store B,100
2024-06-18,Juice,Store B,90
2024-06-19,Juice,Store B,95
2024-06-20,Juice,Store B,85
2024-06-21,Juice,Store B,90
2024-06-22,Juice,Store B,95
2024-06-23,Juice,Store B,90
2024-06-24,Juice,Store B,94
2024-06-25,Juice,Store B,92
2024-06-26,Juice,Store B,95
2024-06-27,Juice,Store B,90
2024-06-28,Juice,Store B,87
2024-01-01,Juice,Store C,92
2024-01-02,Juice,Store C,102
2024-01-03,Juice,Store C,111
2024-01-04,Juice,Store C,105
2024-01-05,Juice,Store C,104
2024-01-06,Juice,Store C,107
2024-01-07,Juice,Store C,99
2024-01-08,Juice,Store C,105
2024-01-09,Juice,Store C,102
2024-01-10,Juice,Store C,103
2024-01-11,Juice,Store C,108
2024-01-12,Juice,Store C,99
2024-01-13,Juice,Store C,110
2024-01-14,Juice,Store C,102
2024-01-15,Juice,Store C,106
2024-01-16,Juice,Store C,98
2024-01-17,Juice,Store C,108
2024-01-18,Juice,Store C,112
2024-01-19,Juice,Store C,103
2024-01-20,Juice,Store C,100
2024-01-21,Juice,Store C,107
2024-01-22,Juice,Store C,113
2024-01-23,Juice,Store C,98
2024-01-24,Juice,Store C,100
2024-01-25,Juice,Store C,104
2024-01-26,Juice,Store C,102
2024-01-27,Juice,Store C,102
2024-01-28,Juice,Store C,96
2024-01-29,Juice,Store C,109
2024-01-30,Juice,Store C,108
2024-01-31,Juice,Store C,98
2024-02-01,Juice,Store C,113
2024-02-02,Juice,Store C,115
2024-02-03,Juice,Store C,102
2024-02-04,Juice,Store C,112
2024-02-05,Juice,Store C,103
2024-02-06,Juice,Store C,107
2024-02-07,Juice,Store C,102
2024-02-08,Juice,Store C,117
2024-02-09,Juice,Store C,104
2024-02-10,Juice,Store C,106
2024-02-11,Juice,Store C,102
2024-02-12,Juice,Store C,114
2024-02-13,Juice,Store C,114
2024-02-14,Juice,Store C,113
2024-02-15,Juice,Store C,109
2024-02-16,Juice,Store C,101
2024-02-17,Juice,Store C,108
2024-02-18,Juice,Store C,104
2024-02-19,Juice,Store C,110
2024-02-20,Juice,Store C,109
2024-02-21,Juice,Store C,100
2024-02-22,Juice,Store C,108
2024-02-23,Juice,Store C,106
2024-02-24,Juice,Store C,89
2024-02-25,Juice,Store C,106
2024-02-26,Juice,Store C,100
2024-02-27,Juice,Store C,98
2024-02-28,Juice,Store C,97
2024-02-29,Juice,Store C,101
2024-03-01,Juice,Store C,104
2024-03-02,Juice,Store C,94
2024-03-03,Juice,Store C,102
2024-03-04,Juice,Store C,103
2024-03-05,Juice,Store C,109
2024-03-06,Juice,Store C,95
2024-03-07,Juice,Store C,98
2024-03-08,Juice,Store C,101
2024-03-09,Juice,Store C,105
2024-03-10,Juice,Store C,97
2024-03-11,Juice,Store C,105
2024-03-12,Juice,Store C,89
2024-03-13,Juice,Store C,92
2024-03-14,Juice,Store C,100
2024-03-15,Juice,Store C,91
2024-03-16,Juice,Store C,92
2024-03-17,Juice,Store C,95
2024-03-18,Juice,Store C,101
2024-03-19,Juice,Store C,88
2024-03-20,Juice,Store C,98
2024-03-21,Juice,Store C,102
2024-03-22,Juice,Store C,96
2024-03-23,Juice,Store C,95
2024-03-24,Juice,Store C,99
2024-03-25,Juice,Store C,96
2024-03-26,Juice,Store C,103
2024-03-27,Juice,Store C,91
2024-03-28,Juice,Store C,96
2024-03-29,Juice,Store C,97
2024-03-30,Juice,Store C,94
2024-03-31,Juice,Store C,82
2024-04-01,Juice,Store C,96
2024-04-02,Juice,Store C,101
2024-04-03,Juice,Store C,100
2024-04-04,Juice,Store C,98
2024-04-05,Juice,Store C,91
2024-04-06,Juice,Store C,99
2024-04-07,Juice,Store C,94
2024-04-08,Juice,Store C,99
2024-04-09,Juice,Store C,98
2024-04-10,Juice,Store C,92
2024-04-11,Juice,Store C,93
2024-04-12,Juice,Store C,99
2024-04-13,Juice,Store C,97
2024-04-14,Juice,Store C,94
2024-04-15,Juice,Store C,93
2024-04-16,Juice,Store C,97
2024-04-17,Juice,Store C,106
2024-04-18,Juice,Store C,96
2024-04-19,Juice,Store C,99
2024-04-20,Juice,Store C,100
2024-04-21,Juice,Store C,94
2024-04-22,Juice,Store C,91
2024-04-23,Juice,Store C,95
2024-04-24,Juice,Store C,101
2024-04-25,Juice,Store C,101
2024-04-26,Juice,Store C,104
2024-04-27,Juice,Store C,101
2024-04-28,Juice,Store C,101
2024-04-29,Juice,Store C,98
2024-04-30,Juice,Store C,106
2024-05-01,Juice,Store C,97
2024-05-02,Juice,Store C,97
2024-05-03,Juice,Store C,105
2024-05-04,Juice,Store C,96
2024-05-05,Juice,Store C,115
2024-05-06,Juice,Store C,104
2024-05-07,Juice,Store C,105
2024-05-08,Juice,Store C,100
2024-05-09,Juice,Store C,102
2024-05-10,Juice,Store C,102
2024-05-11,Juice,Store C,102
2024-05-12,Juice,Store C,108
2024-05-13,Juice,Store C,103
2024-05-14,Juice,Store C,110
2024-05-15,Juice,Store C,119
2024-05-16,Juice,Store C,104
2024-05-17,Juice,Store C,106
2024-05-18,Juice,Store C,108
2024-05-19,Juice,Store C,115
2024-05-20,Juice,Store C,106
2024-05-21,Juice,Store C,102
2024-05-22,Juice,Store C,100
2024-05-23,Juice,Store C,106
2024-05-24,Juice,Store C,104
2024-05-25,Juice,Store C,117
2024-05-26,Juice,Store C,115
2024-05-27,Juice,Store C,101
2024-05-28,Juice,Store C,103
2024-05-29,Juice,Store C,107
2024-05-30,Juice,Store C,114
2024-05-31,Juice,Store C,107
2024-06-01,Juice,Store C,103
2024-06-02,Juice,Store C,106
2024-06-03,Juice,Store C,103
2024-06-04,Juice,Store C,109
2024-06-05,Juice,Store C,103
2024-06-06,Juice,Store C,104
2024-06-07,Juice,Store C,112
2024-06-08,Juice,Store C,102
2024-06-09,Juice,Store C,99
2024-06-10,Juice,Store C,106
2024-06-11,Juice,Store C,104
2024-06-12,Juice,Store C,108
2024-06-13,Juice,Store C,107
2024-06-14,Juice,Store C,105
2024-06-15,Juice,Store C,105
2024-06-16,Juice,Store C,101
2024-06-17,Juice,Store C,105
2024-06-18,Juice,Store C,109
2024-06-19,Juice,Store C,99
